mssv,sotc
0A871A12XPvAibaEXe/1fa8C2nSlWTPO5dCHXMOv,38.0
0A8C6948XPvAibaEXe/67dyjFFUOJlj54iDr28M5,41.0
0A8C9A4BXPvAibaEXe/9n4RXguPAYPQDYpD5T/PA,23.0
0A908E06XPvAibaEXe/V92w6Vxv2r+Oj7xXUTRvt,8.0
0A94E4D0XPvAibaEXe9gcLLHJLBBnRqUfrm4aBzH,19.0
0AA6C0E6XPvAibaEXe/WuJYGMdaNyFWPwaD68cRK,38.0
0AAA839BXPvAibaEXe/pnXUIwMJHJvaSCkrHWZjB,27.0
0AAE0B2CXPvAibaEXe+gFeZqSF+MJU3Xooqv78iv,55.0
0AB6119CXPvAibaEXe8pr9LKErUcFSq0rQ1XLPBV,8.0
0AC3D7F9XPvAibaEXe//3t8+us0X0rXqlaSwbAVq,109.0
0AD6C5D7XPvAibaEXe9dM9ghEEbZFwVDC6m+0rbl,27.0
0AD92AF2XPvAibaEXe/la94r/g2qozCzMHwi2eJc,53.0
0AD9733BXPvAibaEXe+E+n9mGyneJ18CbD4Pz+8Q,50.0
0ADD4417XPvAibaEXe9gNdYxxH49oX9lVm8jwh/F,25.0
0ADD5EACXPvAibaEXe8r6St/bR2AWOPe212yoHek,50.0
0AEAD120XPvAibaEXe/Ep1mHRpPbrFEpTM7VKF8G,14.0
0AEC516DXPvAibaEXe+PhKfQb0+XJ16iun5xSwp1,13.0
0AEECA9FXPvAibaEXe+boSxJoV2lkJi3t/U7wNKE,4.0
0AF3C97DXPvAibaEXe+pZU+khqBqyoH6pG4Xu7DE,10.0
0AF50753XPvAibaEXe8SV6DkEhdE6VeKPEdLmZ/h,4.0
0B0FF8A7XPvAibaEXe/sgKB4TWbXBS8x0Z3qBBTl,11.0
0B12816DXPvAibaEXe/IqwWo1iw+HM4j0nb6+Hzq,24.0
0B29E970XPvAibaEXe/nv6PZ4rt50lj4oHYu75WK,9.0
0B2AAC0EXPvAibaEXe9CJmVsz9P34qS8MDP5qhfn,59.0
0B312C42XPvAibaEXe9Rxq3EQECnGR9wTGJwVojS,5.0
0B3CE49EXPvAibaEXe8wj1bWOnrKYaV22FSk+ppS,3.0
0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,7.0
0B468FE1XPvAibaEXe+fmxcqgvribL7shgQ1FhJv,25.0
0B4696DEXPvAibaEXe8cTa+1WgBUHDBvq4YJmNGm,93.0
0B48C62EXPvAibaEXe+bs0QruU9p+nHVIMbd4cTX,28.0
0B4ACD65XPvAibaEXe+gFeZqSF+MJfOkl8fbTw6l,14.0
0B532F25XPvAibaEXe8wlx2/dthDAl8IHF2g7VFy,13.0
0B5EAFC7XPvAibaEXe9fmk+IGAumNarUBLT1/gLJ,19.0
0B63DEE4XPvAibaEXe86P8jAaxkGr98/Y63kK6lt,40.0
0B673E02XPvAibaEXe9mrLNMr3wjF+gODm9MJ/Wu,4.0
0B7ACEFBXPvAibaEXe9G9TgPoPa7mgtlFhrN6OmP,42.0
0B8EF2B4XPvAibaEXe/HUuIVo8uCR+LcRu1I63oY,3.0
0B8FCE52XPvAibaEXe/dzENE08kOas+P59ZCzzcs,60.0
0B9A94D2XPvAibaEXe9vkU85S6aTxXYG2dF4YKpn,15.0
0B9E8180XPvAibaEXe+CzuGuqTiitWRnnhXRfq+3,36.0
0BA1D011XPvAibaEXe/3ttgRoetEwyRdVYyLsmHg,66.0
0BA51321XPvAibaEXe8hvnm4ihleLRo3iaAhdOa6,10.0
0BAC03F2XPvAibaEXe/Wl5tUVWVXMaX8XoqXaq9P,74.0
0BAF3540XPvAibaEXe9HXpb1PepyFQeHHIpoFKlX,58.0
0BAF44E0XPvAibaEXe917PYvJ9Jl7VHX1jRhqJF3,8.0
0BBD1F12XPvAibaEXe9Td0k9eJqcHkCtSO2TXyv5,21.0
0BCE8467XPvAibaEXe8H0v+wZJvKQ236TWhW52r0,9.0
0BDC71E7XPvAibaEXe8zDsaHJ0+9rUtBfUJ7ZI6S,12.0
0BDD1DF4XPvAibaEXe9HEkdBlAiR1R4RIz9tDJgM,15.0
0BF2FC70XPvAibaEXe8eWl5Nr7OWQmKkpXrB/Ifd,37.0
0BFEEE4BXPvAibaEXe+b6DqXDWl+u18pf4FKPL0W,12.0
0BFF8631XPvAibaEXe/JhqMYLzzrR3zo13sUE5xw,38.0
0C00D766XPvAibaEXe+hRGdVIG4zAukf0FvbNtvn,24.0
0C1A3D36XPvAibaEXe9BBpfz7z4PkxklQSuxQrHI,76.0
0C234C73XPvAibaEXe/+LUQSkk9bmEe9Tzc6gF8E,34.0
0C284487XPvAibaEXe/htmHKoYh5KZ/H9bxmVBT6,64.0
0C2AF9F5XPvAibaEXe94sKKoWENjB6fpcrsmxLCQ,7.0
0C38BE95XPvAibaEXe+DUF+563kBvYCEG38xd2GL,4.0
0C41E54CXPvAibaEXe/0W4kDBen438YOnjAnq/Gn,8.0
0C49764AXPvAibaEXe8CZDRB45S33KYZVPakF+yZ,22.0
0C4BAF73XPvAibaEXe9MQ7MBXxp/M/xAK3s0gD7g,5.0
0C4D2DA4XPvAibaEXe/HZd2ATF04tJsAugnqQz/3,18.0
0C55F744XPvAibaEXe+L4+qEMJ/L9Xg/KtY2uB7M,15.0
0C5CC934XPvAibaEXe+28lpC3TQ8NlMkmAecQgaC,34.0
0C5E41ECXPvAibaEXe+t99IZAUeN2t+9uueeOdPp,3.0
0C709244XPvAibaEXe+1xn1m12iBvkmQ18S46JHJ,4.0
0C71A94EXPvAibaEXe9xLM9bjmqfKT49uL0KYOwB,2.0
0C77106BXPvAibaEXe/NRwqjPAC0MErrzzQBtnng,25.0
0C87680DXPvAibaEXe/nMVGveCiBPTeO3cm2xwG/,76.0
0C893A49XPvAibaEXe/MFNByxh05b28wNbqwsCec,46.0
0C8B03CAXPvAibaEXe9RV3kg6cpLDO68mQWKudgq,7.0
0C8C68ADXPvAibaEXe+8uFpIdo6hoJJjIKqxN+Kd,72.0
0C9DD231XPvAibaEXe+bg1UlJyTi6rATrYvrPqvD,13.0
0CABF3D1XPvAibaEXe8x0FWp3Gjx9ywTt6fA86zF,17.0
0CAE9BFDXPvAibaEXe8LHfATqQ4bHq2r0FA28U0O,30.0
0CB28A62XPvAibaEXe9iov3KWPg5dXVdPwAs/xVs,4.0
0CBDEB0CXPvAibaEXe/rtk4wDmxi9/bnL79EBcG7,7.0
0CBE4487XPvAibaEXe+fmxcqgvribAaiAPDGKOrx,3.0
0CBF5C00XPvAibaEXe/WSo41+3xFkMEE7aNYnzrx,104.0
0CC740AEXPvAibaEXe9UpuL3VLXUn4nFAURER2cV,10.0
0CD579A5XPvAibaEXe/PXvCue1Uh1UthWd+/ievc,20.0
0CEB0051XPvAibaEXe/T8UkF60S6T6o11Jof/ctA,6.0
0CF05EEEXPvAibaEXe/+BlZNmJebreGHynOY5P4z,4.0
0CF59B91XPvAibaEXe8k9aD0YXzUPjR72F7dYDZ1,9.0
0CF6192DXPvAibaEXe9bUSOnBE7+qyCaAlbAfwM+,48.0
0CF74531XPvAibaEXe8x4DBJAYNqX7MmOvd3RNwO,2.0
0D013B2CXPvAibaEXe/8VZV/juG2bW/4If+TRYUd,2.0
0D076263XPvAibaEXe8Rw2NDUqze6vxyfqjhJ8C6,17.0
0D099817XPvAibaEXe/QLz2rC0qlTN31aJPhLzTb,12.0
0D0AE8B7XPvAibaEXe/1s3KH3BspiSqWJuD90pRY,7.0
0D10E98AXPvAibaEXe8Rw2NDUqze6oW1UMiInBst,11.0
0D1D6419XPvAibaEXe8c53vaOKMxCwtlsMCgFPbi,39.0
0D1F1DE5XPvAibaEXe+CejwL/H7GKEd3dywIWuGs,16.0
0D234F3CXPvAibaEXe+9WEsYznMOleTamJgFxIrj,8.0
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,4.0
0D2823DBXPvAibaEXe/8VZV/juG2bQnxjfmRzhuw,4.0
0D2A1DB5XPvAibaEXe+wvM39dDDGNudbYKkav7CO,12.0
0D2AB127XPvAibaEXe9xNTbdbuphCabnPPTLq/F1,22.0
0D30BB57XPvAibaEXe8yzZ/8QUtgdoXOX3U3tDwT,50.0
0D3A4CE5XPvAibaEXe8oK4daYRo4aRKFc5FAuT0W,4.0
0D46EC4EXPvAibaEXe++R9hzjt1s7z+MfqeYD5aE,15.0
0D56970AXPvAibaEXe+/1KYXP+fweMd3DfpYccg/,4.0
0D5711A8XPvAibaEXe/0WaLAM5c/YIOGjiiYt77w,29.0
0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO,4.0
0D61F7D5XPvAibaEXe+gQ1wptETEAgYN5HpNAIgW,88.0
0D638D19XPvAibaEXe/JhqMYLzzrRxowiJob8Ur4,18.0
0D6733D6XPvAibaEXe9pnHxKPFqxp/rjbPPaUQuZ,20.0
0D6E6C28XPvAibaEXe+uWtCFQV0fxq48MupdSUio,19.0
0D71A390XPvAibaEXe8DaKbANpA7lwEll2rKUAQ7,12.0
0D7FC2FAXPvAibaEXe+j3SiA7vPeyAVZPZVmsUZH,8.0
0D874D70XPvAibaEXe+R/tyBRfEoNxOElcC2Kvsp,20.0
0D8ACB1AXPvAibaEXe9Qk6hDUWKQXW1vlY8dR29I,15.0
0D8C38D3XPvAibaEXe+gFeZqSF+MJRmEtifntiWc,87.0
0D8D92FCXPvAibaEXe/6nxG016FLXFTGitQn2fOP,74.0
0D8F3451XPvAibaEXe/KspXVehlRx7jXyk3gZ6kN,98.0
0D9B1AFEXPvAibaEXe94sdmGYWWl8FiV/WYzNqOC,12.0
0DA45914XPvAibaEXe9JJ0DEqozv6AYSzxyBJMSH,10.0
0DACE486XPvAibaEXe/BJuSl0HxpAeef22pFukvL,27.0
0DAD9B38XPvAibaEXe+aSLBxO6xKaFaAM3F/s8Yx,7.0
0DB26593XPvAibaEXe+fEAEfw3o+Koj1aryhxwXB,8.0
0DB31EA1XPvAibaEXe9nP2x7vQNdVabxKy545VHC,4.0
0DB54EF3XPvAibaEXe9YYF5FMCfolFEcE74CV9kF,45.0
0DB73A95XPvAibaEXe9ZTltLMa5Dt6pvsO07AVTz,2.0
0DBCCDABXPvAibaEXe8FGyuwtFnKnMb43/h/1bI3,21.0
0DD35B47XPvAibaEXe80b1fr0fH/JjIAGw7YBF/0,89.0
0DDDFAB4XPvAibaEXe8Cym7B6GX+ToQm9g2Af3fK,42.0
0DEECEB5XPvAibaEXe/yTqQKv0Usdd89ZSgbsVM6,8.0
0DF486EEXPvAibaEXe8zt9d6Yn9pDLCVxga0m3iT,3.0
0DF7E48FXPvAibaEXe8CKeIX0ksEeL2w5FD8Xm6m,39.0
0DFB77F9XPvAibaEXe+M8JaUhbJyeUks/6mlFMNg,2.0
0DFD699EXPvAibaEXe/n+mfOnlSouLcVoLn104Ze,92.0
0E005675XPvAibaEXe9m0F2yptF5U4Q4jth/B4mp,12.0
0E01B42BXPvAibaEXe/nw3DhNQnHfx78goHY5uai,8.0
0E057C62XPvAibaEXe/FR4/Q8QxXre9lKen1hUnC,5.0
0E12B177XPvAibaEXe9+vSQD1y0FItdlzyNsrakd,106.0
0E151647XPvAibaEXe8dLRiXBPuTK+8PMANtGfnS,11.0
0E15CFAEXPvAibaEXe9IdSrcHHsSQTHwJeFT6kF2,20.0
0E166420XPvAibaEXe9nUH03wXgLm8i/pdXWfSOr,16.0
0E184853XPvAibaEXe8OLQLlidG6/6DACqDoin5w,44.0
0E1A7BB3XPvAibaEXe8rZ8NuCiCoOd1q2gA6VxWj,3.0
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,8.0
0E20EE47XPvAibaEXe/SDdsdSnOHdLcRWjC4HcIj,97.0
0E23E1BFXPvAibaEXe/HavVGti21aJvlK6tbGOhG,4.0
0E24D46BXPvAibaEXe+3IeSFe/CqDLQw1YBtMG+0,16.0
0E31BA26XPvAibaEXe/jA2MATe6eKnEqbe1SUl7t,9.0
0E328992XPvAibaEXe++0XXA1E4QC/KtVCkJG6ql,3.0
0E356E62XPvAibaEXe/1DhMuy6izRLY44H7NKqAW,70.0
0E3AF2F2XPvAibaEXe9Bx5CZuIA9z4vBSR0Ex5VT,32.0
0E3CC85BXPvAibaEXe/7YVAxOsMwOq19C4IZbCNV,86.0
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,4.0
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,8.0
0E5117DCXPvAibaEXe82sAN79Ir1N3Nq8UGOCgcX,14.0
0E5BFD8EXPvAibaEXe9zjjuEw+R98XECYgvQT+RE,17.0
0E5D4F54XPvAibaEXe9S88+OcosOZsAOCzKbzEoa,13.0
0E62189DXPvAibaEXe/6YJZF5tGlKAB1Y6XdCtW4,29.0
0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,6.0
0E6A3CD1XPvAibaEXe/rdVrNjJfu5lmRYi3hbEMR,42.0
0E7A4103XPvAibaEXe9QSg4kScpiF5vRR6VWq0og,9.0
0E8718D1XPvAibaEXe/Uev7j/8Ezmbm1+c2ioDM+,4.0
0E933A68XPvAibaEXe8lDGTHF48Rc4gVEAPanMLA,4.0
0E9498E8XPvAibaEXe9bxIU3EBW/LiINIMuw4ZKa,7.0
0E966706XPvAibaEXe9JrlhG2I9lChYzumD0LFgu,52.0
0EA55DCDXPvAibaEXe92KxCTD+8houMqikRPV9TI,29.0
0EA75687XPvAibaEXe/+5dmtHXoxmqBnFbNh94Ft,7.0
0EB1A147XPvAibaEXe+/zOhAOw/nM9G6bokM+8fM,29.0
0EB7EE23XPvAibaEXe8b4sJvH2gx3PgXL4miHOZf,69.0
0EBD2D4AXPvAibaEXe8Dld2HmzmH+uu6jESzN4z+,6.0
0EC8660EXPvAibaEXe/qmM1rjkbZStM9N1KYAKlq,3.0
0EE9FEC5XPvAibaEXe+1/NyW42Gu9aica6kRpbKf,7.0
0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,23.0
0EF77F10XPvAibaEXe9tdh69VvZt16omW3PdhUpG,17.0
0EFE657FXPvAibaEXe9HA6oDkedO0q3LfKChRFIk,7.0
0F0200BCXPvAibaEXe+3hDjf+K3BYey+4BTZQKZh,10.0
0F0B3880XPvAibaEXe8C3lblh2dNnucGR/kirZnP,3.0
0F15AA08XPvAibaEXe/VnvhYBb4TNB/meRH0KUep,4.0
0F175AE8XPvAibaEXe+9v37KcInSIcX1yhIx0ss7,12.0
0F1C445DXPvAibaEXe+IhxfprKO/fYK5287+1kXh,38.0
0F25F468XPvAibaEXe96CsVvWqz3pUb+ABb8RcBI,33.0
0F3CCC56XPvAibaEXe+uS3hCcqF/swV1VTwrbD2d,6.0
0F4B90A6XPvAibaEXe9IFELOCpaeRHhHL7XIJJYe,57.0
0F4E2E19XPvAibaEXe+KnWgScvZ27HdNiwaSUUic,0.0
0F55E17CXPvAibaEXe8f6OVD8w2NiJz78lpWH9i0,34.0
0F585819XPvAibaEXe8EWfnZTwjAD2jHtdn6WnXE,8.0
0F633F90XPvAibaEXe9o/lUQXb5f/3wDMeffVbKe,47.0
0F6668CEXPvAibaEXe+7uJh0aD4oAsBvKJEEQ3Jm,4.0
0F6FD99FXPvAibaEXe9hPQQhQOOPydGyiKRryin1,16.0
0F72A481XPvAibaEXe/CDMtnBauOUMXRTQE2/tpe,4.0
0F77ACF7XPvAibaEXe986cin+fB9tuMM5JNL5zU4,22.0
0F7EEFB9XPvAibaEXe9pXJcjrAt8Xkz67E7kkuBe,4.0
0F8123F4XPvAibaEXe9If6gyA/58XOOOlIY/qykc,4.0
0F864E3EXPvAibaEXe+7yjglV2dMp5y+Cm2nB6Yx,4.0
0F89E6EDXPvAibaEXe/Ep1mHRpPbrO+lZuche+jJ,4.0
0F92C4BDXPvAibaEXe+NDo030EtOPB9fKHsdmpGi,4.0
0F95BF11XPvAibaEXe85pnNqK7QfqrW38OxsyfdO,8.0
0F964870XPvAibaEXe+XOEV1VJ5O23rPwoPtOBXN,3.0
0F9B81B6XPvAibaEXe9GBI3gKapSpDdKUT0fOnAi,8.0
0F9FB8E3XPvAibaEXe826BJZekSdxoCjFA8oh8AE,71.0
0FA9B1B6XPvAibaEXe+LbSgCtk53mSf0TI7FYT2d,14.0
0FAB89A8XPvAibaEXe+M/BSgLkQKVyUPrC5fe/9g,22.0
0FADECBCXPvAibaEXe+P6ANPv7WJSk7q/H593JVD,58.0
0FAF5403XPvAibaEXe+uQMKXqrwYdigmaK3Sgzs7,8.0
0FB033D7XPvAibaEXe/GqyBZHXBWrgltaOcfC+aS,87.0
0FC485B7XPvAibaEXe+lwq621ApacWNSIxSrdxsm,17.0
0FD4FDE2XPvAibaEXe9NZBs7fjgAwegyv9vFcRxM,22.0
0FD6D747XPvAibaEXe/hv7rap3RPdcarsfZibmtw,30.0
0FDE96BFXPvAibaEXe/xGSYcIp0f7GmljX2hySLn,5.0
0FE44DD1XPvAibaEXe9HEkdBlAiR1Vw1cEm5adQT,32.0
0FF1EBB4XPvAibaEXe/FR4/Q8QxXrerEAZ0oF1KS,8.0
0FFB7F4FXPvAibaEXe/rc1q60ZPWU44nr8MgC3QB,47.0
10012A67XPvAibaEXe/6+y7kR2ib7a3m96+cth0Q,3.0
1001B694XPvAibaEXe8Yz5YviIhrt5xDPGEt7fsy,101.0
1018ADF8XPvAibaEXe/5n/8z7IorIk20OdhUEnK0,3.0
101D8B78XPvAibaEXe9mY8oBCa38HwTuA3M6Itb6,103.0
1026D50DXPvAibaEXe9Uiu/58J7ST53WIBWZ1jYE,70.0
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,19.0
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,10.0
102B7FA1XPvAibaEXe9IIIlHGh9Y+u5KcIRVZn3T,15.0
10307855XPvAibaEXe8Sp0QRwA6RSNDhs5PychLR,51.0
1030A271XPvAibaEXe/7sxkigC7f55u1TfrBVQkH,38.0
1033CB0CXPvAibaEXe8BcBqSm3bVhnZ+dwRufBYc,4.0
103C74CCXPvAibaEXe9iov3KWPg5dV5l2NQ5tkq1,11.0
103EED48XPvAibaEXe8at9gGXzJnLxDdchcOJNCQ,21.0
1045A78EXPvAibaEXe8dsW93DhIODCnZ4iYHgwM/,86.0
104A822DXPvAibaEXe+3hDjf+K3BYW+15VeM7Me1,4.0
105A1756XPvAibaEXe9KDsVv3cRkMQK+9a3JNn+S,8.0
105D7067XPvAibaEXe+oo0hccQuSuIIOyis7Wl49,15.0
106CB769XPvAibaEXe/sgKB4TWbXBaOxNaFkn1fI,123.0
106D2FC7XPvAibaEXe/CDMtnBauOUDxqHwr1XP6y,1.0
106E25FAXPvAibaEXe/UEORkxzaGRjNSKcBBpZqi,21.0
1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,8.0
1083ACF2XPvAibaEXe9QJDM9nE85iJVThCVUBV9Y,33.0
1090AC8FXPvAibaEXe87cFnqlCoR2eca6yODCtqF,15.0
109AC9E8XPvAibaEXe/XWo+thXj5TKuExWOge4/Z,7.0
10A3EDAFXPvAibaEXe9Fr9h5GPmfNQRl+8PSRz+N,4.0
10A93DCEXPvAibaEXe8pjffBF7lKKrJNRbKJhKeb,7.0
10AE2F21XPvAibaEXe8byJxgVsE7RxhaEqEvyWhJ,60.0
10BC2077XPvAibaEXe+JF4o+SEKcGNvyuiGTmxfU,30.0
10D66DE9XPvAibaEXe/sDxpKTuGnIA9sAWIq7IQT,31.0
10DF4644XPvAibaEXe8GdejRAl8WncUkIcd+0jZi,25.0
10E59E76XPvAibaEXe998fVikzcJIr3mNM3FOo5P,60.0
10F59902XPvAibaEXe/4YH02BDnyTnRuqR2v6Q1C,4.0
10FB26D8XPvAibaEXe/0tV50w6zuASsa9HNxmu8p,48.0
10FF9EB8XPvAibaEXe/6+y7kR2ib7Ra81HY8Iytt,61.0
1100645FXPvAibaEXe/iqucx09gCDOTguKuyFTF1,4.0
1106FA33XPvAibaEXe9YXJ3+ew7OHKsvWp1ooUPy,3.0
1114EF6FXPvAibaEXe8zAo0wu8vadmgXgKBiB/wp,18.0
111806E3XPvAibaEXe8IGiiWauHvTC9XSEKDxAv0,10.0
1129A056XPvAibaEXe/IJyK0OmpUJ9ENgOx7/Lpg,30.0
112E2DACXPvAibaEXe8JNpgMW2c4UI/fpSPdpt3l,16.0
11366E6AXPvAibaEXe9FiaSoce50DP/aQdawX2SK,22.0
1141598AXPvAibaEXe/pnXUIwMJHJoKjMft6e6Oo,81.0
11448848XPvAibaEXe+NmgQbVGcjJ3NlJR9I0Rqm,26.0
1144C476XPvAibaEXe/FejQN8/S5fMTeBtQ6DFpo,41.0
11468E71XPvAibaEXe+g3Xy9tRX9oi1T9xGG8L+4,4.0
1151008EXPvAibaEXe/iDuY0411CJrT6oqbjaqEK,4.0
1167D435XPvAibaEXe9CtFSNMbfIz9uO8zWPyxcF,38.0
11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,3.0
118C64BBXPvAibaEXe/Ep1mHRpPbrLvgnj8o+YnO,10.0
118F3451XPvAibaEXe+xw+0gOjOR0LX1Iih/kDxx,11.0
11915293XPvAibaEXe8ElCvsRaR7dwrp343Arzsz,10.0
1192C39AXPvAibaEXe+fW1Bg/roenJznRHzEcUml,3.0
1192D8B5XPvAibaEXe/IDqkIV3HZqhcMNXp0amYk,4.0
1194BAEAXPvAibaEXe+dMotnUFI9LRKIJzojIPSk,15.0
119C7562XPvAibaEXe/rR9uJzGOYEkfPMWFUTNpZ,4.0
11A28944XPvAibaEXe9TMBdu4IUydy7BCfWeBmGL,4.0
11A997D7XPvAibaEXe+NDJhRHiaomek63bkrNRWH,8.0
11A9B14CXPvAibaEXe9iZHaMcYEyst77Vn7SFuN1,3.0
11AC6803XPvAibaEXe9UpuL3VLXUnzojmWYxC+wR,4.0
11B50FF8XPvAibaEXe99gQY5BI6dNmcW1yl5LKqz,8.0
11BD93B4XPvAibaEXe+tSA7t7USLJ5TG0uul1pVK,16.0
11CD259EXPvAibaEXe8lbOtqETWafvVBJFI5V/O+,37.0
11D78A98XPvAibaEXe8PDON+Luwt5VBOf2V3ZL2a,4.0
11D7FBB7XPvAibaEXe8/3iNqySORby7kyf2IzNeI,31.0
11D88835XPvAibaEXe91cD6qcSaqdHofCtPBIUOD,25.0
11DBAB25XPvAibaEXe+LbSgCtk53mZyeDmgqgBLK,5.0
11DD1D9FXPvAibaEXe/CISFtEmjHAMR2fs9wF2C0,8.0
11E643C4XPvAibaEXe/KGOYNCaEaWWGXfi6Ug1W9,18.0
11E8D3C7XPvAibaEXe9mv02dd1fbU9ayhqDMPVQ9,7.0
11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,26.0
11F87175XPvAibaEXe9YYF5FMCfolFVNdfbyCkAV,58.0
12123F30XPvAibaEXe9pnHxKPFqxp/USOuzpiVC+,3.0
12142953XPvAibaEXe+H9SMwSoSebACaaYeZUlv9,24.0
1216FD23XPvAibaEXe9i7Lm5hcsAn0w5am+Ugp5M,13.0
12184DC2XPvAibaEXe+ShNeuA9Jq+UJToh3O4la3,4.0
1218E0D0XPvAibaEXe+9uXUaDIzyiBcVFEgN5DY7,4.0
121BF050XPvAibaEXe9mNMzpS14Vgd5LRnFi5Ayv,33.0
121FA41FXPvAibaEXe9B3tpAJipnNKfhItdLnJrD,12.0
122236CFXPvAibaEXe82Wr/pV+5kbHHHV8OGFM+g,25.0
1228BE5FXPvAibaEXe+PZnml5xOwGahgO6B0Osko,29.0
122D519BXPvAibaEXe/Tj2XE44nW1ajqT/PCA0Sk,39.0
12366023XPvAibaEXe+PhKfQb0+XJ9/8933Iy6CC,161.0
123666BAXPvAibaEXe+BUGeEgVnB4GI9UVqVMk25,17.0
12389A36XPvAibaEXe/LLVSZzXjjqtJeB20Rd/aA,6.0
12426C65XPvAibaEXe8zLanLNVS12QLqXQqcjiuT,9.0
1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,29.0
124C9BCAXPvAibaEXe8riuHWhiKRR/A/QE2oYQQD,29.0
124E9567XPvAibaEXe9zGba8fcKEKHC5+kNm2UlP,42.0
124EE34AXPvAibaEXe/IOsuN/I5gh23gEyKxyh8c,11.0
124F593FXPvAibaEXe/Y4iQVUYLC5l7don5SZ7Lr,21.0
1255026CXPvAibaEXe+Ya8MABQC4RGq7o/6LHUUC,2.0
1255E163XPvAibaEXe9R53Fu3buHyXAPF0RS0FNs,5.0
12611C99XPvAibaEXe+5f3nhbX2ehzcDuHScafUQ,4.0
126CE9A1XPvAibaEXe+CejwL/H7GKAN1UXQBgElk,3.0
1284DE58XPvAibaEXe+oM1KMvbbnDETxQPWUtba/,8.0
128BEA13XPvAibaEXe9kkdDkOt5iFomW++0EMyBm,11.0
129163A8XPvAibaEXe+1/NyW42Gu9RYwbz+B51c/,46.0
12948587XPvAibaEXe/HJUIcbGqQ3p9AVfAVTvCL,15.0
12A9523FXPvAibaEXe+lwq621ApacfioDy2WOjEt,3.0
12BD5A01XPvAibaEXe+9GFX9aWroRAJRjB9CgwII,3.0
12C24162XPvAibaEXe9Xnw4t0GPgx9K2sCLXkxKl,17.0
12C6CEBDXPvAibaEXe8HWu5TvPOfaHJ8WggqhfpV,43.0
12CBD513XPvAibaEXe826BJZekSdxi4wHxYA8unm,50.0
12E7DAA6XPvAibaEXe9E+yOJSz6Hoebd/zbXaF86,4.0
13028F10XPvAibaEXe+4OTPvnL5gP5DF3K0bCdr0,6.0
1308511EXPvAibaEXe87zPkGv/PdbpaE6yU8ahwD,4.0
13163C65XPvAibaEXe/tHzSgYcYugizTzswudkdg,15.0
131ECE74XPvAibaEXe8v1/72rbobbQHBZRJ22MB1,45.0
131F8B98XPvAibaEXe9cEfIanH69gLZTLqC/Wt2e,4.0
132730F3XPvAibaEXe/lOccskaOiO3EUCDXCyg9F,10.0
1328A003XPvAibaEXe+fbCTkii8CUmdu+j7iAWGd,27.0
132ECDA9XPvAibaEXe/HEi/LLJqlPBF+YudaT26d,40.0
133FDAEAXPvAibaEXe9fwH3SYO7GzeL5oKA2aogp,4.0
13478FEDXPvAibaEXe+CejwL/H7GKMDeRVlq4NCK,7.0
134B0E11XPvAibaEXe+sfU1lcH9y3wqzt5gIecFn,31.0
134BC122XPvAibaEXe8H3WiBIMjs791ukixsQhPx,93.0
134CD203XPvAibaEXe80O27ASDREkAiaVHhfXcY6,20.0
134D7956XPvAibaEXe8ElCvsRaR7dxA6+OKgOQMj,13.0
135B0E59XPvAibaEXe9zkQY6ucuvgNaaVv2O91yq,4.0
1363A2B0XPvAibaEXe+LbSgCtk53mQ3eIJ0XIhU9,15.0
1366D34FXPvAibaEXe9MljmzNQ4DkboE3phlLWQp,7.0
1372FF79XPvAibaEXe8dLRiXBPuTK3eBizciXBFZ,61.0
13777952XPvAibaEXe/l6ZhARxpZLXj4VOllbCDJ,17.0
137FE0D5XPvAibaEXe//eUaw4J38K86OzexfJow+,18.0
138D6156XPvAibaEXe8hLNatuVCg+ejXgw+1QblH,17.0
138DA4D7XPvAibaEXe+Z64Gg7q108I+yt369irfk,7.0
13912521XPvAibaEXe8f6OVD8w2NiIO5he2fxt9N,6.0
13A06D8AXPvAibaEXe+980ee17Pr/506ff5Ml5SS,11.0
13A5B89FXPvAibaEXe/V2dF0qjs8besyGZFsyWqW,8.0
13BC378CXPvAibaEXe9PHS03bFe3hOp+r3EZYwqv,4.0
13C2DB66XPvAibaEXe+sRe0ac318A2jOM+c/ujRZ,24.0
13C50B82XPvAibaEXe/KspXVehlRx81X7SCZL0W1,34.0
13C6A6DDXPvAibaEXe+M91Hzrx3qMNwrhWKG+RJt,2.0
13C8A472XPvAibaEXe+gsTDvgY5pDqVJGUckrDCP,13.0
