mssv,label
8551438DXPvAibaEXe/X5qOvA9deFcCm7Tv0Ewbt,3
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,0
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,0
406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,1
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,0
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,1
72799547XPvAibaEXe/EbCJQv4uheCs1N4MmdI1Q,0
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,1
F7047BC2XPvAibaEXe9/w7qCPr4fx1n88eauBXwE,1
F89F5B19XPvAibaEXe9/w7qCPr4fx7yoct15oaoS,2
FFDC81D5XPvAibaEXe9/w7qCPr4fx1roEzeCxcg8,0
008BC94CXPvAibaEXe9/w7qCPr4fx1vMkMDBbGR/,4
19BBE919XPvAibaEXe9/w7qCPr4fx730Ys7C6Pnx,3
312DE7FEXPvAibaEXe9/w7qCPr4fx7wnJbpMwzOR,0
0C462C74XPvAibaEXe98rLBMbW9WWdnI+g77HgqD,4
47929769XPvAibaEXe9/w7qCPr4fx5ZSKwER9cBP,0
7B4D341FXPvAibaEXe9/w7qCPr4fx7bYTS1UiH5h,4
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,4
B3D68FC5XPvAibaEXe98rLBMbW9WWRAfSMcdOHDg,1
66CA5BA9XPvAibaEXe98rLBMbW9WWR7xPkTygvnz,1
C562F6BCXPvAibaEXe98rLBMbW9WWeTXnniCvI8f,0
B4FFB99BXPvAibaEXe98rLBMbW9WWeYMnBpskQrb,1
5579D3EBXPvAibaEXe/MMx1dMBtPnSMMbhp+C7hs,4
5769D718XPvAibaEXe98rLBMbW9WWbEmCMpQV7QR,0
1AF11951XPvAibaEXe98rLBMbW9WWU4GQh97XuTC,0
0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,0
93B16D35XPvAibaEXe98rLBMbW9WWajDKHxQWdwm,4
63AEE0E1XPvAibaEXe/MMx1dMBtPnZgENpzeH0a3,1
3AE9D52AXPvAibaEXe/MMx1dMBtPnSBGva9BdDMm,1
AAD47E91XPvAibaEXe/MMx1dMBtPnZSiumv5WHCQ,1
5ECA05E4XPvAibaEXe/MMx1dMBtPndI+Jb7jkgeU,1
5184C2D8XPvAibaEXe/MMx1dMBtPnfS6Aify5Ald,2
C865FEF8XPvAibaEXe/MMx1dMBtPnZ2NGclM/qOf,4
F6213C7FXPvAibaEXe/MMx1dMBtPnQrE1yYQ0PoC,1
D39B4BD9XPvAibaEXe/MMx1dMBtPnYkQf8xjAzDw,0
4DFBCD0BXPvAibaEXe815EPCWwbvwa6bmTH2lz2k,2
DA3E280FXPvAibaEXe815EPCWwbvwecSRsiPSikM,4
D67D27A4XPvAibaEXe815EPCWwbvwe1487FaOvMA,0
BAFC9C7EXPvAibaEXe815EPCWwbvwQXJi2oa+4HX,1
6D1D3429XPvAibaEXe815EPCWwbvwSLQJvbnbMVb,1
AA258976XPvAibaEXe815EPCWwbvwRWcuxDnT92V,4
66D88B14XPvAibaEXe815EPCWwbvwbJvb0G+NdOp,4
2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,0
95249315XPvAibaEXe+IVHw2W4Uqahl7RHhwIliI,1
94A6BB31XPvAibaEXe+IVHw2W4Uqah4dooDrSrIK,1
B95CBA5DXPvAibaEXe+IVHw2W4UqamRvsYDlgM1i,2
EB61647CXPvAibaEXe+IVHw2W4Uqat2aIsIjo8OH,1
49AFA78CXPvAibaEXe+IVHw2W4Uqalb8BVExen18,0
5B251F69XPvAibaEXe+IVHw2W4UqatoV9qfDUYEo,1
361908CBXPvAibaEXe+IVHw2W4UqallYRA4x04U0,1
EBFB9448XPvAibaEXe+IVHw2W4UqajGc1g2HShpV,1
5A758833XPvAibaEXe8UkZVD+5XbrMlwmHooi//x,1
A5DC0C28XPvAibaEXe815EPCWwbvwVqtdPrtoku1,2
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,3
96FB7A63XPvAibaEXe8UkZVD+5XbrHcUj5QffQfy,1
1C609B59XPvAibaEXe8UkZVD+5XbrP9fRgzYGpJ+,1
D1E43B44XPvAibaEXe8UkZVD+5XbrMJ2A5eQt9Lh,1
A4A0CFA0XPvAibaEXe8UkZVD+5XbrEoByUk6dDly,1
D75F7AF3XPvAibaEXe8UkZVD+5XbrAXdMpZ3BbG7,0
A1B6FE81XPvAibaEXe8UkZVD+5XbrHHu+9+n8Cn4,1
83778D4CXPvAibaEXe8UkZVD+5XbrJWBu7nie7TC,1
2FF2D346XPvAibaEXe+IVHw2W4UqasQiy0d+uqF7,1
9DE155A7XPvAibaEXe+P3P+fEFRIWK57346B+oO3,1
55BB54C4XPvAibaEXe+P3P+fEFRIWNdqLeyJcbPn,0
72916CE3XPvAibaEXe+P3P+fEFRIWK7NjKEc7AlK,2
B7D178A6XPvAibaEXe+IVHw2W4Uqaofy1pHMZD/0,1
815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,2
019568E7XPvAibaEXe+P3P+fEFRIWDXExiPZGRaa,0
FEB0C633XPvAibaEXe+P3P+fEFRIWCovtvpxa3qR,0
02FAB066XPvAibaEXe+P3P+fEFRIWPj6XPfklz7k,0
D254BC2DXPvAibaEXe8Hc2wHUxgky+O0/eB4NKlr,1
FEE6FFFDXPvAibaEXe8Hc2wHUxgky3etHFdBGL94,1
EE3FB9DEXPvAibaEXe8Hc2wHUxgky+fNoO50R73N,2
ED396D3BXPvAibaEXe8Hc2wHUxgky4CO+jMdQoBQ,0
F3AFC8DAXPvAibaEXe8Hc2wHUxgky6LZjkN9QGIT,1
E2000025XPvAibaEXe8Hc2wHUxgky3cmM38gICpI,0
6F25CD19XPvAibaEXe8Hc2wHUxgky+vqU7EkXwT4,1
0368E395XPvAibaEXe8Hc2wHUxgky4xlonemdAzO,1
5FE3899EXPvAibaEXe9UjnPPEYi4Uf/W04om0ZQP,1
2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,1
772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,2
B3E4CF3BXPvAibaEXe9UjnPPEYi4UcTDPFKAsEFM,0
9AC7300DXPvAibaEXe9UjnPPEYi4UYL4Pmjsy8Gh,0
26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,0
34B681A8XPvAibaEXe9UjnPPEYi4UV+h8DUMpX32,2
5BD7719AXPvAibaEXe+Ee/bNoyDJsvCeLK+oL0vG,3
EC15F644XPvAibaEXe+Ee/bNoyDJskC9WJ6nr3Ae,0
F55BBDC5XPvAibaEXe9V50Ts4UAUsCMOge7bqzt+,0
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,3
57D87DB5XPvAibaEXe+Ee/bNoyDJskfGApkK8T+o,3
523AB451XPvAibaEXe+Ee/bNoyDJss4A9USNSu6u,0
1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,1
1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,4
27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,1
E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9,1
C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,0
E7704FF9XPvAibaEXe85v8rw3dwROpBSOvjdmjsV,0
59C3E497XPvAibaEXe85v8rw3dwROu+dZTFwm2rA,4
730FB412XPvAibaEXe85v8rw3dwROjSpjSY9gaCg,0
40963A03XPvAibaEXe85v8rw3dwROvpDjjAR6s3C,1
626B0A04XPvAibaEXe85v8rw3dwROgy8Z/pogxmI,0
202D3FBDXPvAibaEXe85v8rw3dwROnf8+zXA+6Kc,1
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,1
4B5AB4F7XPvAibaEXe+55g1kTuqhA/I35jGrD9te,1
E2638968XPvAibaEXe+55g1kTuqhA+ZtZ7D+vplh,2
8304096EXPvAibaEXe85v8rw3dwROjSGU5ciEzKm,0
BB864E76XPvAibaEXe85v8rw3dwROkTtdcCflL07,3
330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,1
73D813B6XPvAibaEXe+55g1kTuqhA3u1XH0dWNf1,2
D8EC2478XPvAibaEXe+55g1kTuqhA2eis2lWAxqZ,1
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,0
0C6A6031XPvAibaEXe+55g1kTuqhAxmrxHxT8ysJ,1
B9DF1E5AXPvAibaEXe+55g1kTuqhA5v7WisfFIUC,4
A0FD85C9XPvAibaEXe+55g1kTuqhA4a99o9YI5xI,2
BB05D862XPvAibaEXe9V50Ts4UAUsNKIVpz35mI7,4
BBEA494AXPvAibaEXe9V50Ts4UAUsJBBV3kPQK8e,1
2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,1
5C0A1217XPvAibaEXe9V50Ts4UAUsLVhms6HFwvs,0
1F12FCA4XPvAibaEXe9V50Ts4UAUsAQ+5gKFgzeq,2
516CB8B7XPvAibaEXe9V50Ts4UAUsHjBBjr+GpN6,2
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,3
18194826XPvAibaEXe9V50Ts4UAUsOTg9uoNUYoK,1
C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,2
280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,2
CFFCEE9EXPvAibaEXe/TOGeH6x1BleZUt7+WoUn+,1
2E6472D5XPvAibaEXe/TOGeH6x1Blas4lTTms1XY,1
BA6AB26AXPvAibaEXe/TOGeH6x1BlcuocqZMkF6q,1
EC6A7728XPvAibaEXe/TOGeH6x1BlTvKStAB18TG,1
AD327868XPvAibaEXe/TOGeH6x1BlX2GcRCVyrI7,1
C2115F30XPvAibaEXe/TOGeH6x1BlbSouo22nZi4,0
4ABE187CXPvAibaEXe94sKKoWENjB1kc5S0oZHFw,2
EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,1
4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,0
EDAC596CXPvAibaEXe94sKKoWENjB2iDnzzjD2sC,1
594E6FC5XPvAibaEXe94sKKoWENjB3Gtr1KiiVIx,0
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,0
0C2AF9F5XPvAibaEXe94sKKoWENjB6fpcrsmxLCQ,4
EB000B1DXPvAibaEXe94sKKoWENjB9jVXJTJTgf/,1
236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,1
55CBA940XPvAibaEXe9Hf/fJ8gF3WiYVACUisffu,0
1FCA4129XPvAibaEXe94sKKoWENjB48rF+m5+//Y,1
EF9FB66BXPvAibaEXe9Hf/fJ8gF3Wr/Y2SyxD2Ro,3
85A831D1XPvAibaEXe9Hf/fJ8gF3WjBI6YI4IAgm,1
16711091XPvAibaEXe9Hf/fJ8gF3WonhdqtnpIjx,0
B0338FFFXPvAibaEXe9Hf/fJ8gF3WpsnHHa5hiU/,0
9200EC24XPvAibaEXe9Hf/fJ8gF3WmBuDSc/Wxbo,0
D356129EXPvAibaEXe9Hf/fJ8gF3WidXisaksKVX,0
3C505858XPvAibaEXe8bHoSDwbr9UpHE0dqQVri8,0
8784973BXPvAibaEXe/Jc8h2JxO5QWDOcxh8OWeR,0
501CDF4DXPvAibaEXe/Jc8h2JxO5QZ/KdQlZKg6s,1
21E8E7DFXPvAibaEXe/Jc8h2JxO5QZmf6Y0zWw7B,1
1F5F997FXPvAibaEXe/Jc8h2JxO5QUPJMG68evM+,1
9838A646XPvAibaEXe/Jc8h2JxO5QbKDfW+35ySv,2
8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,1
E1F67574XPvAibaEXe95BgJyC1XgNbInpl98CVCv,3
D78CD6FBXPvAibaEXe/Jc8h2JxO5QQiBNfEf4UUw,2
F282E487XPvAibaEXe95BgJyC1XgNYraK+zbGNJZ,0
83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,0
59E43661XPvAibaEXe95BgJyC1XgNVekGSViZdY+,1
DF932FD2XPvAibaEXe8bHoSDwbr9UuMnJlkSC+Zy,4
79765D54XPvAibaEXe8bHoSDwbr9UjcNQwX9/a8s,0
DB1873DFXPvAibaEXe8bHoSDwbr9UoDKldsBOWvv,0
EC8A21ECXPvAibaEXe8bHoSDwbr9UmqihlFYfs8t,2
D3A4BAFEXPvAibaEXe8bHoSDwbr9Unpw3ohvTLh6,0
84DF0B9CXPvAibaEXe8bHoSDwbr9Ut5j+T3UwLtg,2
646FE6DDXPvAibaEXe8bHoSDwbr9UniXiTYLouxw,1
DC33F511XPvAibaEXe8bHoSDwbr9UoekkFTrKv1C,1
6E20511AXPvAibaEXe/7NEQj7YafNHn4qqpLucPa,0
AE3E0681XPvAibaEXe/7NEQj7YafNHeu6EEjAD0P,2
D2F8850AXPvAibaEXe/7NEQj7YafNPD/g2IdSIWD,1
B1E8C32BXPvAibaEXe/7NEQj7YafNJdcNOQuXX+V,4
65919BBCXPvAibaEXe/7NEQj7YafNLMbAAcTwPBi,2
8EC538B6XPvAibaEXe/7NEQj7YafNBP4C/PREB1F,0
D851F501XPvAibaEXe/7NEQj7YafNAZb+v9daEH+,2
47E0992AXPvAibaEXe/Jc8h2JxO5QWCzB8X5nHXn,2
51164227XPvAibaEXe95BgJyC1XgNTdcv0Dg5gvu,4
FB358712XPvAibaEXe95BgJyC1XgNfFkJl1jmWcR,1
9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,1
2711D4E1XPvAibaEXe95BgJyC1XgNWyNcIVivwe6,0
10993663XPvAibaEXe/el9TRAKM7gZ631cv+oW2P,1
8329AD7CXPvAibaEXe/el9TRAKM7gahpCvswT0Nd,1
28745714XPvAibaEXe/el9TRAKM7gfOI2Nkj3YTT,0
E6FB9C99XPvAibaEXe/el9TRAKM7gdq296hfTAa1,1
FD728D2DXPvAibaEXe/el9TRAKM7gRUIheWoy0Ea,1
D1A5833EXPvAibaEXe/el9TRAKM7gawBQvIYYgYN,0
825F4DBBXPvAibaEXe/el9TRAKM7gZngnRe3iExp,4
2CD43968XPvAibaEXe/el9TRAKM7gTgeI3yz0NsV,4
0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,2
D8E0C681XPvAibaEXe8IsBka/KfNv0gyM2oU5k1o,2
0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,4
421B21C7XPvAibaEXe8IsBka/KfNv8ovNIJc2p9q,0
A93DCE56XPvAibaEXe8IsBka/KfNv8LtDiKyfCrd,1
6659AE01XPvAibaEXe8IsBka/KfNv2yloSfP/yOE,2
11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,2
38EF64D0XPvAibaEXe8IsBka/KfNv0HzQ6FJKVog,3
9642653AXPvAibaEXe/el9TRAKM7gU3Nhwhrf/Wn,1
AEB3BDBFXPvAibaEXe8IsBka/KfNv/kRxP1P/M88,2
CBCB062FXPvAibaEXe+aquNtcMIbv8DdlibusxRn,2
DD2A29F3XPvAibaEXe+SXBrvSceI6dc9d4ghYN7P,0
E266BE7AXPvAibaEXe+SXBrvSceI6Zz6TAelbehV,1
43EF8537XPvAibaEXe+SXBrvSceI6VYvYO1RvOUV,2
E535EE17XPvAibaEXe+SXBrvSceI6cVULjPMK+DS,0
00E6586DXPvAibaEXe+SXBrvSceI6ZBiVR5JBtyI,2
B9F258AFXPvAibaEXe+SXBrvSceI6cBpgWIx/rUw,4
D5BED852XPvAibaEXe+SXBrvSceI6YY4YPNJb4F4,2
C898CAA9XPvAibaEXe+SXBrvSceI6XhvuXmcixA8,0
938E8520XPvAibaEXe+SXBrvSceI6dFLo2nFMN/y,0
5F69463DXPvAibaEXe+SXBrvSceI6Si7U/SEq7FM,4
3B7F2681XPvAibaEXe+aquNtcMIbv0MogmjrPfra,1
55A569EFXPvAibaEXe+aquNtcMIbv6am/odZ2HT2,0
30B43EAFXPvAibaEXe+aquNtcMIbvwMLH3gD3H8y,0
CB3EAFD4XPvAibaEXe+aquNtcMIbv2pFitzFU5uT,0
79876914XPvAibaEXe/J0r+JN9xEWb7kDWep2V4E,0
DA75E8F3XPvAibaEXe8f56j3W7C5xs5+J8XcB5oK,1
8A32A2ECXPvAibaEXe+aquNtcMIbvy3LCllonwh5,0
F9C7DB2AXPvAibaEXe9Zp44TyFcBSCnbRA+2WJgV,1
0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,2
ACE13B33XPvAibaEXe+aquNtcMIbv7qfgO8jdNLN,0
F6492EF0XPvAibaEXe9Zp44TyFcBSCUKBXJCjJvO,3
68967370XPvAibaEXe9Zp44TyFcBSDcwWhsGcthJ,1
C9583BA1XPvAibaEXe9Zp44TyFcBSBfmzs4baS9I,1
1D37D345XPvAibaEXe9Zp44TyFcBSAN7u3B08mRX,0
297CC4CCXPvAibaEXe9Zp44TyFcBSM+WoXMqOj0T,4
B7CBBB20XPvAibaEXe9Zp44TyFcBSE1OIknMMKnV,1
E835A45FXPvAibaEXe9Zp44TyFcBSFD25Xop3i7v,1
9EF1A2B5XPvAibaEXe9Zp44TyFcBSH+N78ImGkYj,0
A241B997XPvAibaEXe/mDljlbns7jXY14SxuNGfI,0
AB8E169AXPvAibaEXe/mDljlbns7jUpGfKeFSBW7,1
EE2FDA0CXPvAibaEXe/mDljlbns7jS3UM2L2H5qQ,2
98E41921XPvAibaEXe/mDljlbns7jTGo/RiSGy3r,1
1765B137XPvAibaEXe/mDljlbns7jV1LMXD7TMdY,1
BAB70030XPvAibaEXe/mDljlbns7jR7iZhkfWuAz,0
9CEE9B1FXPvAibaEXe/mDljlbns7jYi6W6uei3rB,2
C0A6A6C2XPvAibaEXe9t3AmSkf7FuRIVQ4M62HLZ,1
38DAFA34XPvAibaEXe9t3AmSkf7FuaFg1NEYAf7f,1
A997E774XPvAibaEXe9t3AmSkf7FuUAtuJvYypr6,2
6E35E958XPvAibaEXe9t3AmSkf7Fuaoy8dqN7u1W,1
F577A35EXPvAibaEXe9t3AmSkf7FuYFC7MZDGQs9,1
C3C9E909XPvAibaEXe9t3AmSkf7FuWEg5ayMgk79,1
DFF05B73XPvAibaEXe9t3AmSkf7FuZllpVb2cw7l,0
D38BF3F8XPvAibaEXe/k5cHhyiupXKjeht69EbkC,0
DDEF94BBXPvAibaEXe/k5cHhyiupXDbA73jrlDgt,0
23A201EAXPvAibaEXe+QrwS/gm46TaMBrb4xyvLe,0
15193C7CXPvAibaEXe+QrwS/gm46TWVTnH3JiPxv,2
628F13A7XPvAibaEXe+QrwS/gm46TcHtRVyuseOU,2
657F855FXPvAibaEXe9kTkrXS1NJ3ie83CuOqsXv,4
B633C31DXPvAibaEXe9kTkrXS1NJ3v/8PclQ0brl,1
618ACD12XPvAibaEXe9kTkrXS1NJ3slIrvJy3jhV,0
B008754EXPvAibaEXe9kTkrXS1NJ3jCvujMCY185,0
F54BBC03XPvAibaEXe+23cTkF8qTD1LeEmtNIKG1,1
829491C4XPvAibaEXe9kTkrXS1NJ3gq5xKPjX9v7,2
B07ED585XPvAibaEXe+23cTkF8qTD4faFzPs8p2w,2
27A2C55BXPvAibaEXe8YD29zP3MXD6Kixuku5+Qt,2
2625E16EXPvAibaEXe8YD29zP3MXD3gDEwa8nuHp,2
AA5491A5XPvAibaEXe9UJtBa/m0OMh9leFHDzP6n,1
F9D0A219XPvAibaEXe9UJtBa/m0OMpz+dZaQ9Qib,0
5A89CD9FXPvAibaEXe9UJtBa/m0OMs3zNSIBWcJ6,1
0E7537AFXPvAibaEXe9UJtBa/m0OMr6cMlCqrcn6,0
F1FE5D4FXPvAibaEXe/N50hRf+Du8U1PcNWSN8sZ,2
C5BD74F9XPvAibaEXe9UJtBa/m0OMpMDgmzdFmE+,1
4C7280B9XPvAibaEXe/N50hRf+Du8VQmAQ6R065m,1
1B4703D0XPvAibaEXe/N50hRf+Du8cb5iuALfqM2,1
865D73E2XPvAibaEXe/N50hRf+Du8dPbajFFA8tO,0
8BA476A8XPvAibaEXe/N50hRf+Du8SkBRvC5SjAu,0
794F4933XPvAibaEXe8YD29zP3MXDwVlPj1MfWns,1
37386930XPvAibaEXe8YD29zP3MXD5cuRYwR423A,0
55245434XPvAibaEXe8YD29zP3MXDykXhpONKEMH,2
FEA6DCEEXPvAibaEXe8YD29zP3MXD+T794TeH8FF,2
7D62B87EXPvAibaEXe8YD29zP3MXD5VNeo4qOJje,0
A5AB73E4XPvAibaEXe8YD29zP3MXD7YtT9PjzOVY,0
AA9630FDXPvAibaEXe8YD29zP3MXD4ZI2H/iUghw,4
48B89975XPvAibaEXe9UJtBa/m0OMrOIu7prTzFC,0
3DF93337XPvAibaEXe9UJtBa/m0OMlDlnMGN8CDs,2
46D5B8D8XPvAibaEXe9UJtBa/m0OMuZH37VO2TRK,2
5123356CXPvAibaEXe9UJtBa/m0OMtPKPCql2YTY,1
F7CD8361XPvAibaEXe/N50hRf+Du8SYr3oJdS5Xy,4
D768DC92XPvAibaEXe/N50hRf+Du8RXGXyF+XbN6,1
66B669CCXPvAibaEXe/N50hRf+Du8SsrBlhwElZm,0
73457302XPvAibaEXe/Fi8ZYRfhF8R/II68TF56V,1
1CFDE1F0XPvAibaEXe/Fi8ZYRfhF8bxmAWcQfe0s,1
DBAED2F9XPvAibaEXe/Fi8ZYRfhF8TaWmGB5/r1a,0
43BFAA25XPvAibaEXe9kTkrXS1NJ3guNsji9AFUU,4
952ACBDAXPvAibaEXe9kTkrXS1NJ3q3+pQFFwULi,0
3D2DDBBCXPvAibaEXe/k5cHhyiupXOtCdONJM27A,1
B19CCC5AXPvAibaEXe/k5cHhyiupXFItha8MpEch,1
395461C2XPvAibaEXe/k5cHhyiupXLmh+3h7CDfw,0
9136966EXPvAibaEXe/k5cHhyiupXENqS7dV5EXS,1
DD99B76DXPvAibaEXe/k5cHhyiupXMrgAcTpCELF,2
EE78962CXPvAibaEXe8CYkXkPteanKcDp5dBUB8+,2
862B957BXPvAibaEXe8CYkXkPteanPQBG4c3QRZV,1
BEE984BEXPvAibaEXe8CYkXkPteanPbB2QJle+4H,0
D73F4246XPvAibaEXe8CYkXkPteanCIf2aXO6q1C,1
2323F593XPvAibaEXe8CYkXkPteanD3HZfbRMvuh,0
3A1CC902XPvAibaEXe8CYkXkPteanEszavV7KmWX,1
1B936E66XPvAibaEXe8CYkXkPteanK/xbJIUvb2S,0
3672838EXPvAibaEXe+23cTkF8qTDytadlIBqcY0,0
9A252138XPvAibaEXe+23cTkF8qTDwOXkV65zBwE,4
480B4400XPvAibaEXe+23cTkF8qTD/XNlqn3ORya,0
33F9FB5DXPvAibaEXe+23cTkF8qTD1my+STH3XIx,1
9602D38FXPvAibaEXe+23cTkF8qTD7zKM/8z9CwC,4
B6E01B4BXPvAibaEXe8yk/xNTBUkzkMztkUIPr0O,0
FECCE3CBXPvAibaEXe8yk/xNTBUkzhOmJ6whA+Le,4
B0D1526BXPvAibaEXe8yk/xNTBUkzoHmeg2YZ4Eg,1
D7601820XPvAibaEXe8yk/xNTBUkzjboTdoYJuYx,0
1EE3D2C7XPvAibaEXe8yk/xNTBUkzvfJ9t/N1OCs,0
6F3A63E5XPvAibaEXe8yk/xNTBUkzuZbp/lvyXjC,1
18095340XPvAibaEXe8yk/xNTBUkzrAIztHB4ZIS,4
B2F6A409XPvAibaEXe8yk/xNTBUkzgOmkB/j623j,1
0D9B1AFEXPvAibaEXe94sdmGYWWl8FiV/WYzNqOC,3
26AA5175XPvAibaEXe8yk/xNTBUkzhrXFkc0Z14U,0
EEA07E87XPvAibaEXe94sdmGYWWl8FV3PndH7Ouw,4
F79B4135XPvAibaEXe94sdmGYWWl8PG0kBqTNjFS,1
935D1AC7XPvAibaEXe94sdmGYWWl8NWfMuivPji8,0
8D39F40BXPvAibaEXe94sdmGYWWl8O09r7CM2IUA,0
1A5DD1BBXPvAibaEXe94sdmGYWWl8JWjrLjITAgk,1
81EFF3DDXPvAibaEXe94sdmGYWWl8GQkMrRZg639,0
BCE7405BXPvAibaEXe94sdmGYWWl8JTjP2tdZ3U0,3
56FC14A8XPvAibaEXe94sdmGYWWl8Jv1bLLMKazd,0
48DFC658XPvAibaEXe/VQHzzHDYACStgdJZbsV+k,1
AA4461E2XPvAibaEXe/VQHzzHDYACa11u9Eb7pRw,1
7ED37754XPvAibaEXe/+5dmtHXoxmj/0FHjPeT68,0
78A4BCD2XPvAibaEXe/+5dmtHXoxmpSuEW57nevC,0
0EA75687XPvAibaEXe/+5dmtHXoxmqBnFbNh94Ft,0
DCC7D29BXPvAibaEXe/+5dmtHXoxmt4KSG5NJ7Z2,2
DF141BBAXPvAibaEXe/+5dmtHXoxmnU9YTCBvFRs,4
889FC773XPvAibaEXe/+5dmtHXoxmvDEWu0+1HyL,4
24425C9FXPvAibaEXe/+5dmtHXoxmmjY5nZ47moN,1
4996851BXPvAibaEXe/+5dmtHXoxmsIDnQEX4QoY,1
E5790E57XPvAibaEXe+pyJpvsB6nZJtM9boesbxC,0
4C633D50XPvAibaEXe+pyJpvsB6nZMXxedxhglol,2
3109C9E2XPvAibaEXe+pyJpvsB6nZFgENUFNfUIY,4
96B66504XPvAibaEXe+pyJpvsB6nZBnR1cX/K7WN,0
04703EC6XPvAibaEXe+pyJpvsB6nZNTWzQVDye30,3
B24007E6XPvAibaEXe+pyJpvsB6nZNRN+xsFT3yA,2
41B333BBXPvAibaEXe+pyJpvsB6nZAmSns2d5fv8,1
A85DE96EXPvAibaEXe+QrwS/gm46Te4ayBQRsm+S,1
E63C7011XPvAibaEXe/N50hRf+Du8XEuBRsCIogL,0
F272C6E2XPvAibaEXe/N50hRf+Du8Wfgo7CelReA,0
2B76A9CEXPvAibaEXe/k5cHhyiupXKT8MC4ImRT8,3
35B74880XPvAibaEXe/k5cHhyiupXLoRd5WQsbFM,1
B8DA87C4XPvAibaEXe+QrwS/gm46TUkgqtuiNSdT,2
D7BA5D0BXPvAibaEXe+QrwS/gm46TctSGa50GzxN,0
89761023XPvAibaEXe+QrwS/gm46Tec5C974AVef,1
2249BED0XPvAibaEXe+QrwS/gm46TTbQelhYYQIR,1
FEF5CD5AXPvAibaEXe+QrwS/gm46TcFPFqmLPWVr,1
486D5784XPvAibaEXe+QrwS/gm46TdjReW8nglVP,2
28EC2D4BXPvAibaEXe/VQHzzHDYACQA1Rf9I0rIX,0
EF4A45ECXPvAibaEXe/VQHzzHDYACRqkQXxWhZig,4
B327FD18XPvAibaEXe/VQHzzHDYACaWUicUcibVi,0
CE11B68DXPvAibaEXe+SbxsvF9MWxAlK7WpHj+6j,1
5A7C57EBXPvAibaEXe+SbxsvF9MWxMHCgpnHnWm9,0
700E1725XPvAibaEXe+SbxsvF9MWxKMQLP/zEM+u,1
8D237F20XPvAibaEXe+SbxsvF9MWxDvKnG3oZERY,4
918BCF59XPvAibaEXe+SbxsvF9MWxCWbotWDoaaJ,0
A99A6994XPvAibaEXe+SbxsvF9MWxHMtKqj0oiJ7,3
406B9C41XPvAibaEXe/Fi8ZYRfhF8QbXczx8U/3K,1
A77828D0XPvAibaEXe/Fi8ZYRfhF8ShbJdrSJkgg,2
7BC1A77BXPvAibaEXe/VQHzzHDYACQ1mGv5UfbHn,0
4D7F2B80XPvAibaEXe/VQHzzHDYACU+w9mI5Vpdz,0
1A6378D9XPvAibaEXe/VQHzzHDYACQdec9361I/1,0
52DBDFBEXPvAibaEXe+SbxsvF9MWxMB7PcaIIDuo,1
D9E0E084XPvAibaEXe/Fi8ZYRfhF8Z9D/PGrrawC,1
